timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650010593489,822,Add Mobile to cart,200,OK,Scenario4 4-2,text,true,,331,549,22,22,https://api.demoblaze.com/addtocart,822,0,318
1650010593460,883,Add Mobile to cart,200,OK,Scenario4 4-1,text,true,,331,549,23,23,https://api.demoblaze.com/addtocart,883,0,308
1650010593530,1085,Add Mobile to cart,200,OK,Scenario4 4-3,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1085,0,335
1650010593614,1013,Add Mobile to cart,200,OK,Scenario4 4-5,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1013,0,345
1650010593571,1056,Add Mobile to cart,200,OK,Scenario4 4-4,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1056,0,343
1650010593651,1159,Add Mobile to cart,200,OK,Scenario4 4-6,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1159,0,324
1650010593730,1283,Add Mobile to cart,200,OK,Scenario4 4-8,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1283,0,308
1650010593695,1318,Add Mobile to cart,200,OK,Scenario4 4-7,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1318,0,308
1650010593806,1408,Add Mobile to cart,200,OK,Scenario4 4-10,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1408,0,464
1650010593845,1369,Add Mobile to cart,200,OK,Scenario4 4-11,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1369,0,431
1650010594312,906,Add Laptop to cart,200,OK,Scenario4 4-2,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,906,0,0
1650010593767,1451,Add Mobile to cart,200,OK,Scenario4 4-9,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1451,0,418
1650010593885,1429,Add Mobile to cart,200,OK,Scenario4 4-12,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1429,0,391
1650010594008,1512,Add Mobile to cart,200,OK,Scenario4 4-15,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1512,0,433
1650010594366,1245,Add Mobile to cart,200,OK,Scenario4 4-24,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1245,0,343
1650010594326,1389,Add Mobile to cart,200,OK,Scenario4 4-23,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1389,0,495
1650010595014,803,Add Laptop to cart,200,OK,Scenario4 4-7,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,803,0,0
1650010595014,902,Add Laptop to cart,200,OK,Scenario4 4-8,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,902,0,0
1650010595215,708,Add Laptop to cart,200,OK,Scenario4 4-10,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,708,0,0
1650010595215,814,Add Laptop to cart,200,OK,Scenario4 4-11,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,814,0,0
1650010595218,890,Add Monitor to cart,200,OK,Scenario4 4-2,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,890,0,0
1650010595218,993,Add Laptop to cart,200,OK,Scenario4 4-9,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,993,0,0
1650010595520,797,Add Laptop to cart,200,OK,Scenario4 4-15,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,797,0,0
1650010595313,1095,Add Laptop to cart,200,OK,Scenario4 4-12,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1095,0,0
1650010595716,693,Add Laptop to cart,200,OK,Scenario4 4-23,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,693,0,0
1650010595611,814,Add Laptop to cart,200,OK,Scenario4 4-24,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,814,0,0
1650010595818,872,Add Monitor to cart,200,OK,Scenario4 4-7,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,872,0,0
1650010595916,774,Add Monitor to cart,200,OK,Scenario4 4-8,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,774,0,0
1650010596029,712,Add Monitor to cart,200,OK,Scenario4 4-11,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,712,0,0
1650010595922,892,Add Monitor to cart,200,OK,Scenario4 4-10,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,892,0,0
1650010596212,643,Add Monitor to cart,200,OK,Scenario4 4-9,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,643,0,0
1650010596109,805,Add Moblie2 to cart,200,OK,Scenario4 4-2,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,805,0,0
1650010596318,693,Add Monitor to cart,200,OK,Scenario4 4-15,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,693,0,0
1650010596408,627,Add Monitor to cart,200,OK,Scenario4 4-12,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,627,0,0
1650010596410,702,Add Monitor to cart,200,OK,Scenario4 4-23,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,702,0,0
1650010596426,787,Add Monitor to cart,200,OK,Scenario4 4-24,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,787,0,0
1650010596691,553,Add Moblie2 to cart,200,OK,Scenario4 4-7,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,553,0,0
1650010596742,667,Add Moblie2 to cart,200,OK,Scenario4 4-11,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,667,0,0
1650010596691,718,Add Moblie2 to cart,200,OK,Scenario4 4-8,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,718,0,0
1650010596814,697,Add Moblie2 to cart,200,OK,Scenario4 4-10,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,697,0,0
1650010596856,720,Add Moblie2 to cart,200,OK,Scenario4 4-9,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,720,0,0
1650010594628,3089,Add Laptop to cart,200,OK,Scenario4 4-4,text,true,,335,549,25,25,https://api.demoblaze.com/addtocart,3089,0,0
1650010593925,3793,Add Mobile to cart,200,OK,Scenario4 4-13,text,true,,335,549,25,25,https://api.demoblaze.com/addtocart,3793,0,351
1650010596914,803,Add Laptop2 to cart,200,OK,Scenario4 4-2,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,803,0,0
1650010597012,806,Add Moblie2 to cart,200,OK,Scenario4 4-15,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,806,0,0
1650010594344,3475,Add Laptop to cart,200,OK,Scenario4 4-1,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3475,0,0
1650010597036,782,Add Moblie2 to cart,200,OK,Scenario4 4-12,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,782,0,0
1650010594205,3614,Add Mobile to cart,200,OK,Scenario4 4-20,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3614,0,384
1650010593964,3873,Add Mobile to cart,200,OK,Scenario4 4-14,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3873,0,319
1650010594249,3776,Add Mobile to cart,200,OK,Scenario4 4-21,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3776,0,340
1650010597113,916,Add Moblie2 to cart,200,OK,Scenario4 4-23,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,916,0,0
1650010594165,3865,Add Mobile to cart,200,OK,Scenario4 4-19,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3865,0,326
1650010594134,3896,Add Mobile to cart,200,OK,Scenario4 4-18,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3896,0,308
1650010594405,3625,Add Mobile to cart,200,OK,Scenario4 4-25,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3625,0,305
1650010594285,3745,Add Mobile to cart,200,OK,Scenario4 4-22,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3745,0,392
1650010594092,3939,Add Mobile to cart,200,OK,Scenario4 4-17,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3939,0,349
1650010594054,4075,Add Mobile to cart,200,OK,Scenario4 4-16,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,4075,0,437
1650010594810,3319,Add Laptop to cart,200,OK,Scenario4 4-6,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3319,0,0
1650010597214,918,Add Moblie2 to cart,200,OK,Scenario4 4-24,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,918,0,0
1650010594628,3601,Add Laptop to cart,200,OK,Scenario4 4-5,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3601,0,0
1650010594616,3613,Add Laptop to cart,200,OK,Scenario4 4-3,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,3613,0,0
1650010597245,989,Add Laptop2 to cart,200,OK,Scenario4 4-7,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,989,0,0
1650010597717,613,Add Laptop to cart,200,OK,Scenario4 4-13,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,613,0,0
1650010597409,921,Add Laptop2 to cart,200,OK,Scenario4 4-11,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,921,0,0
1650010597409,938,Add Laptop2 to cart,200,OK,Scenario4 4-8,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,938,0,0
1650010597717,819,Add Monitor to cart,200,OK,Scenario4 4-4,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,819,0,0
1650010597512,1024,Add Laptop2 to cart,200,OK,Scenario4 4-10,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1024,0,0
1650010597821,919,Add Laptop to cart,200,OK,Scenario4 4-20,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,919,0,0
1650010598030,710,Add Laptop to cart,200,OK,Scenario4 4-22,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,710,0,0
1650010598133,607,Add Laptop2 to cart,200,OK,Scenario4 4-24,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,607,0,0
1650010597819,921,Add Laptop2 to cart,200,OK,Scenario4 4-15,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,921,0,0
1650010597577,1163,Add Laptop2 to cart,200,OK,Scenario4 4-9,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1163,0,0
1650010598029,711,Add Laptop to cart,200,OK,Scenario4 4-19,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,711,0,0
1650010597819,923,Add Laptop2 to cart,200,OK,Scenario4 4-12,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,923,0,0
1650010598129,614,Add Monitor to cart,200,OK,Scenario4 4-6,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,614,0,0
1650010597837,906,Add Laptop to cart,200,OK,Scenario4 4-14,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,906,0,0
1650010597717,1031,View Cart,200,OK,Scenario4 4-2,text,true,,864,491,25,25,https://api.demoblaze.com/viewcart,1031,0,0
1650010597819,946,Add Monitor to cart,200,OK,Scenario4 4-1,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,946,0,0
1650010598031,734,Add Laptop to cart,200,OK,Scenario4 4-25,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,734,0,0
1650010598129,637,Add Laptop to cart,200,OK,Scenario4 4-16,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,637,0,0
1650010598229,546,Add Monitor to cart,200,OK,Scenario4 4-5,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,546,0,0
1650010598331,614,Add Monitor to cart,200,OK,Scenario4 4-13,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,614,0,0
1650010598331,614,View Cart,200,OK,Scenario4 4-11,text,true,,667,491,25,25,https://api.demoblaze.com/viewcart,614,0,0
1650010598235,711,View Cart,200,OK,Scenario4 4-7,text,true,,814,491,25,25,https://api.demoblaze.com/viewcart,710,0,0
1650010598030,917,Add Laptop2 to cart,200,OK,Scenario4 4-23,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,917,0,0
1650010598024,924,Add Laptop to cart,200,OK,Scenario4 4-21,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,924,0,0
1650010598537,435,Add Moblie2 to cart,200,OK,Scenario4 4-4,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,435,0,0
1650010598030,1120,Add Laptop to cart,200,OK,Scenario4 4-17,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1120,0,0
1650010598030,1120,Add Laptop to cart,200,OK,Scenario4 4-18,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1120,0,0
1650010598741,416,Add Monitor to cart,200,OK,Scenario4 4-22,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,416,0,0
1650010598747,566,Add Monitor to cart,200,OK,Scenario4 4-20,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,566,0,0
1650010598742,571,Add Monitor to cart,200,OK,Scenario4 4-19,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,571,0,0
1650010598766,547,Add Moblie2 to cart,200,OK,Scenario4 4-1,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,547,0,0
1650010598742,571,View Cart,200,OK,Scenario4 4-9,text,true,,657,491,25,25,https://api.demoblaze.com/viewcart,571,0,0
1650010598745,569,Add Moblie2 to cart,200,OK,Scenario4 4-6,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,569,0,0
1650010598766,549,Delete one cart item,200,OK,Scenario4 4-2,text,true,,340,493,25,25,https://api.demoblaze.com/deleteitem,549,0,0
1650010598775,540,Add Moblie2 to cart,200,OK,Scenario4 4-5,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,540,0,0
1650010598747,568,Add Monitor to cart,200,OK,Scenario4 4-14,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,568,0,0
1650010598743,573,View Cart,200,OK,Scenario4 4-12,text,true,,652,491,25,25,https://api.demoblaze.com/viewcart,573,0,0
1650010598766,550,Add Monitor to cart,200,OK,Scenario4 4-16,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,550,0,0
1650010598766,551,Add Monitor to cart,200,OK,Scenario4 4-25,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,551,0,0
1650010598229,1098,Add Monitor to cart,200,OK,Scenario4 4-3,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,1098,0,0
1650010598948,582,Add Monitor to cart,200,OK,Scenario4 4-21,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,582,0,0
1650010598945,585,Add Moblie2 to cart,200,OK,Scenario4 4-13,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,585,0,0
1650010598974,556,Add Laptop2 to cart,200,OK,Scenario4 4-4,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,556,0,0
1650010598348,1182,View Cart,200,OK,Scenario4 4-8,text,true,,672,491,25,25,https://api.demoblaze.com/viewcart,1182,0,0
1650010598947,583,View Cart,200,OK,Scenario4 4-23,text,true,,819,491,25,25,https://api.demoblaze.com/viewcart,583,0,0
1650010598537,1125,View Cart,200,OK,Scenario4 4-10,text,true,,845,491,25,25,https://api.demoblaze.com/viewcart,1125,0,0
1650010599314,450,Add Laptop2 to cart,200,OK,Scenario4 4-6,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,450,0,0
1650010599314,450,Add Moblie2 to cart,200,OK,Scenario4 4-20,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,450,0,0
1650010598741,1023,View Cart,200,OK,Scenario4 4-24,text,true,,842,491,25,25,https://api.demoblaze.com/viewcart,1023,0,0
1650010599314,452,Delete one cart item,200,OK,Scenario4 4-9,text,true,,340,493,25,25,https://api.demoblaze.com/deleteitem,451,0,0
1650010599314,452,Add Moblie2 to cart,200,OK,Scenario4 4-19,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,452,0,0
1650010599315,451,View cart after deleting,200,OK,Scenario4 4-2,text,true,,737,491,25,25,https://api.demoblaze.com/viewcart,451,0,0
1650010599327,440,Add Moblie2 to cart,200,OK,Scenario4 4-3,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,440,0,0
1650010598741,1028,View Cart,200,OK,Scenario4 4-15,text,true,,876,491,24,24,https://api.demoblaze.com/viewcart,1028,0,0
1650010599317,550,Add Moblie2 to cart,200,OK,Scenario4 4-25,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,550,0,0
1650010599316,551,Add Moblie2 to cart,200,OK,Scenario4 4-14,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,551,0,0
1650010599316,652,Add Laptop2 to cart,200,OK,Scenario4 4-1,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,652,0,0
1650010599317,651,Delete one cart item,200,OK,Scenario4 4-12,text,true,,340,493,24,24,https://api.demoblaze.com/deleteitem,651,0,0
1650010599317,651,Add Moblie2 to cart,200,OK,Scenario4 4-16,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,651,0,0
1650010599531,438,Add Laptop2 to cart,200,OK,Scenario4 4-13,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,438,0,0
1650010598945,1024,Delete one cart item,200,OK,Scenario4 4-11,text,true,,542,493,24,24,https://api.demoblaze.com/deleteitem,1024,0,0
1650010599530,440,Add Moblie2 to cart,200,OK,Scenario4 4-21,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,440,0,0
1650010599530,440,View Cart,200,OK,Scenario4 4-4,text,true,,783,491,24,24,https://api.demoblaze.com/viewcart,440,0,0
1650010598947,1024,Delete one cart item,200,OK,Scenario4 4-7,text,true,,340,493,24,24,https://api.demoblaze.com/deleteitem,1024,0,0
1650010599151,920,Add Monitor to cart,200,OK,Scenario4 4-18,text,true,,331,550,24,24,https://api.demoblaze.com/addtocart,920,0,0
1650010599151,947,Add Monitor to cart,200,OK,Scenario4 4-17,text,true,,331,550,24,24,https://api.demoblaze.com/addtocart,947,0,0
1650010599158,1118,Add Moblie2 to cart,200,OK,Scenario4 4-22,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,1118,0,0
1650010599764,513,View Cart,200,OK,Scenario4 4-6,text,true,,709,491,24,24,https://api.demoblaze.com/viewcart,513,0,0
1650010599764,516,Delete one cart item,200,OK,Scenario4 4-24,text,true,,340,493,24,24,https://api.demoblaze.com/deleteitem,516,0,0
1650010599768,513,Add Laptop2 to cart,200,OK,Scenario4 4-3,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,513,0,0
1650010599769,512,Delete one cart item,200,OK,Scenario4 4-15,text,true,,620,493,24,24,https://api.demoblaze.com/deleteitem,512,0,0
1650010599766,515,View cart after deleting,200,OK,Scenario4 4-9,text,true,,740,491,24,24,https://api.demoblaze.com/viewcart,515,0,0
1650010599766,516,Add Laptop2 to cart,200,OK,Scenario4 4-19,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,516,0,0
1650010599315,1063,Add Laptop2 to cart,200,OK,Scenario4 4-5,text,true,,331,549,23,23,https://api.demoblaze.com/addtocart,1063,0,0
1650010599971,407,Delete one cart item,200,OK,Scenario4 4-4,text,true,,570,493,23,23,https://api.demoblaze.com/deleteitem,407,0,0
1650010599969,409,View Cart,200,OK,Scenario4 4-13,text,true,,630,491,23,23,https://api.demoblaze.com/viewcart,409,0,0
1650010599969,410,Add Laptop2 to cart,200,OK,Scenario4 4-16,text,true,,331,549,23,23,https://api.demoblaze.com/addtocart,410,0,0
1650010599971,419,View cart after deleting,200,OK,Scenario4 4-7,text,true,,663,491,23,23,https://api.demoblaze.com/viewcart,419,0,0
1650010599969,426,View cart after deleting,200,OK,Scenario4 4-11,text,true,,677,491,22,22,https://api.demoblaze.com/viewcart,426,0,0
1650010599970,511,Add Laptop2 to cart,200,OK,Scenario4 4-21,text,true,,331,549,21,21,https://api.demoblaze.com/addtocart,511,0,0
1650010599531,950,Delete one cart item,200,OK,Scenario4 4-23,text,true,,721,493,21,21,https://api.demoblaze.com/deleteitem,950,0,0
1650010599969,615,View cart after deleting,200,OK,Scenario4 4-12,text,true,,846,491,21,21,https://api.demoblaze.com/viewcart,614,0,0
1650010599531,1053,Delete one cart item,200,OK,Scenario4 4-8,text,true,,511,493,21,21,https://api.demoblaze.com/deleteitem,1052,0,0
1650010599663,923,Delete one cart item,200,OK,Scenario4 4-10,text,true,,705,493,20,20,https://api.demoblaze.com/deleteitem,923,0,0
1650010599764,922,Add Laptop2 to cart,200,OK,Scenario4 4-20,text,true,,331,549,20,20,https://api.demoblaze.com/addtocart,922,0,0
1650010600281,423,View cart after deleting,200,OK,Scenario4 4-24,text,true,,671,491,20,20,https://api.demoblaze.com/viewcart,422,0,0
1650010599867,845,Add Laptop2 to cart,200,OK,Scenario4 4-25,text,true,,331,549,19,19,https://api.demoblaze.com/addtocart,845,0,0
1650010600283,430,View cart after deleting,200,OK,Scenario4 4-15,text,true,,672,491,19,19,https://api.demoblaze.com/viewcart,430,0,0
1650010599867,1023,Add Laptop2 to cart,200,OK,Scenario4 4-14,text,true,,331,549,18,18,https://api.demoblaze.com/addtocart,1023,0,0
1650010600380,511,View cart after deleting,200,OK,Scenario4 4-4,text,true,,843,491,18,18,https://api.demoblaze.com/viewcart,511,0,0
1650010600282,609,View Cart,200,OK,Scenario4 4-3,text,true,,836,491,18,18,https://api.demoblaze.com/viewcart,609,0,0
1650010600380,511,Delete one cart item,200,OK,Scenario4 4-13,text,true,,678,493,18,18,https://api.demoblaze.com/deleteitem,511,0,0
1650010600380,516,View Cart,200,OK,Scenario4 4-16,text,true,,629,491,17,17,https://api.demoblaze.com/viewcart,516,0,0
1650010599969,927,View Cart,200,OK,Scenario4 4-1,text,true,,800,491,17,17,https://api.demoblaze.com/viewcart,927,0,0
1650010600483,415,View cart after deleting,200,OK,Scenario4 4-23,text,true,,685,491,17,17,https://api.demoblaze.com/viewcart,415,0,0
1650010600380,518,View Cart,200,OK,Scenario4 4-5,text,true,,618,491,17,17,https://api.demoblaze.com/viewcart,518,0,0
1650010600099,996,Add Moblie2 to cart,200,OK,Scenario4 4-17,text,true,,331,549,16,16,https://api.demoblaze.com/addtocart,996,0,0
