timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650009417350,822,Add Mobile to cart,200,OK,Scenario4 4-11,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,822,0,312
1650009417395,927,Add Mobile to cart,200,OK,Scenario4 4-12,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,927,0,440
1650009417842,484,Add Laptop to cart,200,OK,Scenario4 4-1,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,484,0,0
1650009417846,488,Add Laptop to cart,200,OK,Scenario4 4-2,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,488,0,0
1650009417315,1021,Add Mobile to cart,200,OK,Scenario4 4-10,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1021,0,519
1650009417437,977,Add Mobile to cart,200,OK,Scenario4 4-13,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,977,0,400
1650009417908,506,Add Laptop to cart,200,OK,Scenario4 4-3,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,506,0,0
1650009418060,391,Add Laptop to cart,200,OK,Scenario4 4-8,text,true,,335,549,25,25,https://api.demoblaze.com/addtocart,391,0,0
1650009417478,973,Add Mobile to cart,200,OK,Scenario4 4-14,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,973,0,505
1650009417928,601,Add Laptop to cart,200,OK,Scenario4 4-5,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,601,0,0
1650009417920,609,Add Laptop to cart,200,OK,Scenario4 4-4,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,609,0,0
1650009417976,553,Add Laptop to cart,200,OK,Scenario4 4-7,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,553,0,0
1650009417920,609,Add Laptop to cart,200,OK,Scenario4 4-6,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,609,0,0
1650009417524,1088,Add Mobile to cart,200,OK,Scenario4 4-15,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1088,0,459
1650009417584,1028,Add Mobile to cart,200,OK,Scenario4 4-17,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1028,0,435
1650009417549,1064,Add Mobile to cart,200,OK,Scenario4 4-16,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1064,0,470
1650009418075,543,Add Laptop to cart,200,OK,Scenario4 4-9,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,543,0,0
1650009417632,1086,Add Mobile to cart,200,OK,Scenario4 4-18,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1086,0,422
1650009417748,997,Add Mobile to cart,200,OK,Scenario4 4-21,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,997,0,436
1650009417709,1036,Add Mobile to cart,200,OK,Scenario4 4-20,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1036,0,475
1650009418326,435,Add Monitor to cart,200,OK,Scenario4 4-1,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,435,0,0
1650009418334,444,Add Monitor to cart,200,OK,Scenario4 4-2,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,444,0,0
1650009417787,1024,Add Mobile to cart,200,OK,Scenario4 4-22,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1024,0,403
1650009418173,639,Add Laptop to cart,200,OK,Scenario4 4-11,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,639,0,0
1650009417831,980,Add Mobile to cart,200,OK,Scenario4 4-23,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,980,0,366
1650009418415,400,Add Monitor to cart,200,OK,Scenario4 4-3,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,400,0,0
1650009417901,914,Add Mobile to cart,200,OK,Scenario4 4-25,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,914,0,370
1650009418336,482,Add Laptop to cart,200,OK,Scenario4 4-10,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,482,0,0
1650009417862,1047,Add Mobile to cart,200,OK,Scenario4 4-24,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1047,0,409
1650009418415,508,Add Laptop to cart,200,OK,Scenario4 4-13,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,508,0,0
1650009418530,411,Add Monitor to cart,200,OK,Scenario4 4-7,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,411,0,0
1650009418530,423,Add Monitor to cart,200,OK,Scenario4 4-5,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,423,0,0
1650009418530,427,Add Monitor to cart,200,OK,Scenario4 4-6,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,427,0,0
1650009417674,1298,Add Mobile to cart,200,OK,Scenario4 4-19,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,1298,0,831
1650009418451,663,Add Monitor to cart,200,OK,Scenario4 4-8,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,663,0,0
1650009418322,794,Add Laptop to cart,200,OK,Scenario4 4-12,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,794,0,0
1650009418619,497,Add Monitor to cart,200,OK,Scenario4 4-9,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,497,0,0
1650009418530,587,Add Monitor to cart,200,OK,Scenario4 4-4,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,587,0,0
1650009418451,667,Add Laptop to cart,200,OK,Scenario4 4-14,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,667,0,0
1650009418815,398,Add Laptop to cart,200,OK,Scenario4 4-25,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,398,0,0
1650009418613,600,Add Laptop to cart,200,OK,Scenario4 4-15,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,600,0,0
1650009418613,600,Add Laptop to cart,200,OK,Scenario4 4-17,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,600,0,0
1650009418813,415,Add Laptop to cart,200,OK,Scenario4 4-23,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,415,0,0
1650009418613,615,Add Laptop to cart,200,OK,Scenario4 4-16,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,615,0,0
1650009418745,487,Add Laptop to cart,200,OK,Scenario4 4-21,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,487,0,0
1650009418818,428,Add Monitor to cart,200,OK,Scenario4 4-10,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,428,0,0
1650009418719,527,Add Laptop to cart,200,OK,Scenario4 4-18,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,527,0,0
1650009418815,431,Add Moblie2 to cart,200,OK,Scenario4 4-3,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,431,0,0
1650009418761,568,Add Moblie2 to cart,200,OK,Scenario4 4-1,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,568,0,0
1650009418779,550,Add Moblie2 to cart,200,OK,Scenario4 4-2,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,550,0,0
1650009418745,584,Add Laptop to cart,200,OK,Scenario4 4-20,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,584,0,0
1650009418812,616,Add Monitor to cart,200,OK,Scenario4 4-11,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,616,0,0
1650009418910,524,Add Laptop to cart,200,OK,Scenario4 4-24,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,524,0,0
1650009418812,702,Add Laptop to cart,200,OK,Scenario4 4-22,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,702,0,0
1650009418923,591,Add Monitor to cart,200,OK,Scenario4 4-13,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,591,0,0
1650009418958,566,Add Moblie2 to cart,200,OK,Scenario4 4-6,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,566,0,0
1650009419118,417,Add Monitor to cart,200,OK,Scenario4 4-14,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,417,0,0
1650009419117,432,Add Moblie2 to cart,200,OK,Scenario4 4-4,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,432,0,0
1650009418942,671,Add Moblie2 to cart,200,OK,Scenario4 4-7,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,671,0,0
1650009418973,640,Add Laptop to cart,200,OK,Scenario4 4-19,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,640,0,0
1650009418954,662,Add Moblie2 to cart,200,OK,Scenario4 4-5,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,662,0,0
1650009419232,402,Add Monitor to cart,200,OK,Scenario4 4-21,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,402,0,0
1650009419247,387,Add Monitor to cart,200,OK,Scenario4 4-18,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,387,0,0
1650009419247,550,Add Laptop2 to cart,200,OK,Scenario4 4-3,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,550,0,0
1650009419229,569,Add Monitor to cart,200,OK,Scenario4 4-16,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,569,0,0
1650009419116,682,Add Moblie2 to cart,200,OK,Scenario4 4-9,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,682,0,0
1650009419214,585,Add Monitor to cart,200,OK,Scenario4 4-15,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,585,0,0
1650009419248,552,Add Moblie2 to cart,200,OK,Scenario4 4-10,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,552,0,0
1650009419115,686,Add Moblie2 to cart,200,OK,Scenario4 4-8,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,686,0,0
1650009419214,587,Add Monitor to cart,200,OK,Scenario4 4-25,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,587,0,0
1650009419330,473,Add Laptop2 to cart,200,OK,Scenario4 4-1,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,473,0,0
1650009419116,697,Add Monitor to cart,200,OK,Scenario4 4-12,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,697,0,0
1650009419214,599,Add Monitor to cart,200,OK,Scenario4 4-17,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,599,0,0
1650009419330,586,Add Laptop2 to cart,200,OK,Scenario4 4-2,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,586,0,0
1650009419229,689,Add Monitor to cart,200,OK,Scenario4 4-23,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,689,0,0
1650009419549,370,Add Laptop2 to cart,200,OK,Scenario4 4-4,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,370,0,0
1650009419535,388,Add Moblie2 to cart,200,OK,Scenario4 4-14,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,388,0,0
1650009419330,618,Add Monitor to cart,200,OK,Scenario4 4-20,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,618,0,0
1650009419434,589,Add Monitor to cart,200,OK,Scenario4 4-24,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,589,0,0
1650009419429,605,Add Moblie2 to cart,200,OK,Scenario4 4-11,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,605,0,0
1650009419613,459,Add Laptop2 to cart,200,OK,Scenario4 4-7,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,459,0,0
1650009419515,600,Add Moblie2 to cart,200,OK,Scenario4 4-13,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,600,0,0
1650009419613,502,Add Monitor to cart,200,OK,Scenario4 4-19,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,502,0,0
1650009419514,601,Add Monitor to cart,200,OK,Scenario4 4-22,text,true,,331,550,25,25,https://api.demoblaze.com/addtocart,601,0,0
1650009419525,615,Add Laptop2 to cart,200,OK,Scenario4 4-6,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,615,0,0
1650009419801,408,Add Laptop2 to cart,200,OK,Scenario4 4-10,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,408,0,0
1650009419635,576,Add Moblie2 to cart,200,OK,Scenario4 4-21,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,576,0,0
1650009419616,601,Add Laptop2 to cart,200,OK,Scenario4 4-5,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,601,0,0
1650009419635,584,Add Moblie2 to cart,200,OK,Scenario4 4-18,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,584,0,0
1650009419814,426,Add Moblie2 to cart,200,OK,Scenario4 4-12,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,426,0,0
1650009419802,438,Add Moblie2 to cart,200,OK,Scenario4 4-25,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,438,0,0
1650009419798,443,View Cart,200,OK,Scenario4 4-3,text,true,,820,491,25,25,https://api.demoblaze.com/viewcart,442,0,0
1650009419804,438,View Cart,200,OK,Scenario4 4-1,text,true,,652,491,25,25,https://api.demoblaze.com/viewcart,438,0,0
1650009419814,444,Add Moblie2 to cart,200,OK,Scenario4 4-17,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,444,0,0
1650009419799,516,Add Laptop2 to cart,200,OK,Scenario4 4-9,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,516,0,0
1650009419800,549,Add Moblie2 to cart,200,OK,Scenario4 4-15,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,549,0,0
1650009419923,426,Add Laptop2 to cart,200,OK,Scenario4 4-14,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,426,0,0
1650009419920,430,View Cart,200,OK,Scenario4 4-4,text,true,,666,491,25,25,https://api.demoblaze.com/viewcart,430,0,0
1650009419800,561,Add Moblie2 to cart,200,OK,Scenario4 4-16,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,561,0,0
1650009419801,610,Add Laptop2 to cart,200,OK,Scenario4 4-8,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,610,0,0
1650009419949,462,Add Moblie2 to cart,200,OK,Scenario4 4-20,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,462,0,0
1650009419919,597,Add Moblie2 to cart,200,OK,Scenario4 4-23,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,597,0,0
1650009420141,386,View Cart,200,OK,Scenario4 4-6,text,true,,772,491,25,25,https://api.demoblaze.com/viewcart,386,0,0
1650009419917,610,View Cart,200,OK,Scenario4 4-2,text,true,,750,491,25,25,https://api.demoblaze.com/viewcart,610,0,0
1650009420035,514,Add Laptop2 to cart,200,OK,Scenario4 4-11,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,514,0,0
1650009420219,390,Add Laptop2 to cart,200,OK,Scenario4 4-18,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,390,0,0
1650009420073,550,View Cart,200,OK,Scenario4 4-7,text,true,,693,491,25,25,https://api.demoblaze.com/viewcart,550,0,0
1650009420241,383,Add Laptop2 to cart,200,OK,Scenario4 4-12,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,383,0,0
1650009420243,394,Delete one cart item,200,OK,Scenario4 4-1,text,true,,340,493,25,25,https://api.demoblaze.com/deleteitem,394,0,0
1650009420241,401,Delete one cart item,200,OK,Scenario4 4-3,text,true,,340,493,25,25,https://api.demoblaze.com/deleteitem,401,0,0
1650009420116,543,Add Moblie2 to cart,200,OK,Scenario4 4-22,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,543,0,0
1650009420116,546,Add Moblie2 to cart,200,OK,Scenario4 4-19,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,546,0,0
1650009420031,631,Add Moblie2 to cart,200,OK,Scenario4 4-24,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,631,0,0
1650009420241,424,Add Laptop2 to cart,200,OK,Scenario4 4-25,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,424,0,0
1650009420361,394,Add Laptop2 to cart,200,OK,Scenario4 4-16,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,394,0,0
1650009420209,546,View Cart,200,OK,Scenario4 4-10,text,true,,645,491,25,25,https://api.demoblaze.com/viewcart,546,0,0
1650009420116,639,Add Laptop2 to cart,200,OK,Scenario4 4-13,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,639,0,0
1650009420351,408,Delete one cart item,200,OK,Scenario4 4-4,text,true,,340,493,25,25,https://api.demoblaze.com/deleteitem,408,0,0
1650009420349,443,View Cart,200,OK,Scenario4 4-14,text,true,,829,491,25,25,https://api.demoblaze.com/viewcart,443,0,0
1650009420211,620,Add Laptop2 to cart,200,OK,Scenario4 4-21,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,620,0,0
1650009420217,623,View Cart,200,OK,Scenario4 4-5,text,true,,637,491,25,25,https://api.demoblaze.com/viewcart,623,0,0
1650009420259,641,Add Laptop2 to cart,200,OK,Scenario4 4-17,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,641,0,0
1650009420349,562,Add Laptop2 to cart,200,OK,Scenario4 4-15,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,562,0,0
1650009420316,659,View Cart,200,OK,Scenario4 4-9,text,true,,729,491,25,25,https://api.demoblaze.com/viewcart,659,0,0
1650009420662,392,Add Laptop2 to cart,200,OK,Scenario4 4-24,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,392,0,0
1650009420660,394,Add Laptop2 to cart,200,OK,Scenario4 4-22,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,394,0,0
1650009420642,412,View cart after deleting,200,OK,Scenario4 4-3,text,true,,618,491,25,25,https://api.demoblaze.com/viewcart,412,0,0
1650009420638,416,View cart after deleting,200,OK,Scenario4 4-1,text,true,,808,491,25,25,https://api.demoblaze.com/viewcart,416,0,0
1650009420411,644,Add Laptop2 to cart,200,OK,Scenario4 4-20,text,true,,331,549,25,25,https://api.demoblaze.com/addtocart,644,0,0
1650009420662,394,Add Laptop2 to cart,200,OK,Scenario4 4-19,text,true,,331,549,24,24,https://api.demoblaze.com/addtocart,394,0,0
1650009420411,669,View Cart,200,OK,Scenario4 4-8,text,true,,658,491,23,23,https://api.demoblaze.com/viewcart,669,0,0
1650009420517,597,Add Laptop2 to cart,200,OK,Scenario4 4-23,text,true,,331,549,23,23,https://api.demoblaze.com/addtocart,597,0,0
1650009420527,595,Delete one cart item,200,OK,Scenario4 4-6,text,true,,636,493,23,23,https://api.demoblaze.com/deleteitem,595,0,0
1650009420527,614,Delete one cart item,200,OK,Scenario4 4-2,text,true,,621,493,23,23,https://api.demoblaze.com/deleteitem,614,0,0
1650009420757,406,View Cart,200,OK,Scenario4 4-13,text,true,,832,491,23,23,https://api.demoblaze.com/viewcart,406,0,0
1650009420549,621,View Cart,200,OK,Scenario4 4-11,text,true,,812,491,23,23,https://api.demoblaze.com/viewcart,621,0,0
1650009420610,606,View Cart,200,OK,Scenario4 4-18,text,true,,709,491,23,23,https://api.demoblaze.com/viewcart,606,0,0
1650009420625,606,View Cart,200,OK,Scenario4 4-12,text,true,,750,491,23,23,https://api.demoblaze.com/viewcart,606,0,0
1650009420623,635,Delete one cart item,200,OK,Scenario4 4-7,text,true,,578,493,23,23,https://api.demoblaze.com/deleteitem,635,0,0
1650009420665,648,View Cart,200,OK,Scenario4 4-25,text,true,,828,491,23,23,https://api.demoblaze.com/viewcart,648,0,0
1650009420900,431,View Cart,200,OK,Scenario4 4-17,text,true,,820,491,23,23,https://api.demoblaze.com/viewcart,430,0,0
1650009420911,434,View Cart,200,OK,Scenario4 4-15,text,true,,633,491,23,23,https://api.demoblaze.com/viewcart,434,0,0
1650009420755,656,Delete one cart item,200,OK,Scenario4 4-10,text,true,,707,493,23,23,https://api.demoblaze.com/deleteitem,656,0,0
1650009420976,460,Delete one cart item,200,OK,Scenario4 4-9,text,true,,609,493,23,23,https://api.demoblaze.com/deleteitem,460,0,0
1650009420755,700,View Cart,200,OK,Scenario4 4-16,text,true,,619,491,23,23,https://api.demoblaze.com/viewcart,699,0,0
1650009420760,742,View cart after deleting,200,OK,Scenario4 4-4,text,true,,810,491,23,23,https://api.demoblaze.com/viewcart,742,0,0
1650009421115,387,View Cart,200,OK,Scenario4 4-23,text,true,,639,491,23,23,https://api.demoblaze.com/viewcart,387,0,0
1650009421057,448,View Cart,200,OK,Scenario4 4-19,text,true,,812,491,22,22,https://api.demoblaze.com/viewcart,448,0,0
1650009421055,459,View Cart,200,OK,Scenario4 4-24,text,true,,628,491,22,22,https://api.demoblaze.com/viewcart,459,0,0
1650009421123,391,View cart after deleting,200,OK,Scenario4 4-6,text,true,,664,491,22,22,https://api.demoblaze.com/viewcart,391,0,0
1650009420793,749,Delete one cart item,200,OK,Scenario4 4-14,text,true,,592,493,21,21,https://api.demoblaze.com/deleteitem,749,0,0
